cell_id,x,y,cell_type_annotation,niche_annotation
14933,23341,82413,Memory B cell,B cell Zone
14934,25507,82463,Memory B cell,B cell Zone
14935,25206,82429,Memory B cell,B cell Zone
14936,23507,82423,follicular dendritic cell,B cell Zone
14937,23759,82414,CD8 T cell,B cell Zone
14938,24996,82421,Memory B cell,B cell Zone
14939,21589,82432,unknown,T cell Zone
14940,22168,82427,macrophage,T cell Zone
14941,23126,82417,Memory B cell,T cell Zone
14942,22291,82424,plasma cell,T cell Zone
14943,25107,82427,CD4 T cell,B cell Zone
14944,23921,82420,Naive B cell,B cell Zone
14945,24430,82422,unknown,B cell Zone
14946,21457,82423,follicular dendritic cell,T cell Zone
14947,22418,82429,CD4 T cell,T cell Zone
14948,22621,82401,pericyte,T cell Zone
14949,23993,82414,follicular dendritic cell,B cell Zone
14950,24337,82411,follicular dendritic cell,B cell Zone
14951,25393,82423,Memory B cell,B cell Zone
14952,21653,82417,CD4 T cell,T cell Zone
14953,22492,82392,follicular dendritic cell,T cell Zone
14954,24959,82391,Memory B cell,B cell Zone
14955,22037,82418,T-zone reticular cell,T cell Zone
14956,24583,82412,Memory B cell,B cell Zone
14957,23450,82425,unknown,B cell Zone
14958,23658,82428,Memory B cell,B cell Zone
14959,25443,82412,Naive B cell,B cell Zone
14960,23243,82422,macrophage,B cell Zone
14961,24874,82404,Naive B cell,B cell Zone
14962,23554,82400,Memory B cell,B cell Zone
14963,25252,82417,unknown,B cell Zone
14964,24147,82419,unknown,B cell Zone
14965,23416,82373,GC B DZ,B cell Zone
14966,22396,82399,Memory B cell,T cell Zone
14967,22695,82386,CD4 T cell,T cell Zone
14968,22787,82401,CD4 T cell,T cell Zone
14969,23847,82395,CD4 T cell,B cell Zone
14970,22744,82392,CD4 T cell,T cell Zone
14971,22857,82384,GC B LZ,T cell Zone
14972,24663,82395,Memory B cell,B cell Zone
14973,23069,82393,macrophage,T cell Zone
14974,23623,82391,Memory B cell,B cell Zone
14975,25514,82385,Naive B cell,B cell Zone
14976,21408,82337,T-zone reticular cell,T cell Zone
14977,21925,82382,macrophage,T cell Zone
14978,23681,82393,CD4 T cell,B cell Zone
14979,22977,82383,macrophage,T cell Zone
14980,24261,82388,macrophage,B cell Zone
14981,24090,82373,follicular dendritic cell,B cell Zone
14982,24186,82369,macrophage,B cell Zone
14983,24744,82386,Memory B cell,B cell Zone
14984,25291,82379,Naive B cell,B cell Zone
14985,21835,82387,unknown,T cell Zone
14986,21559,82378,plasma cell,T cell Zone
14987,22559,82360,NK cell,T cell Zone
14988,25152,82365,Memory B cell,B cell Zone
14989,25238,82362,Naive B cell,B cell Zone
14990,22304,82365,T-zone reticular cell,T cell Zone
14991,22435,82375,T-zone reticular cell,T cell Zone
14992,23237,82374,follicular dendritic cell,B cell Zone
14993,25361,82368,Memory B cell,B cell Zone
14994,22062,82386,unknown,T cell Zone
14995,25117,82384,Memory B cell,B cell Zone
14996,21479,82358,T-zone reticular cell,T cell Zone
14997,23332,82373,macrophage,B cell Zone
14998,23930,82353,CD4 T cell,B cell Zone
14999,21607,82362,macrophage,T cell Zone
15000,21728,82361,follicular dendritic cell,T cell Zone
15001,23475,82349,CD8 T cell,B cell Zone
15002,23785,82355,CD4 T cell,B cell Zone
15003,24446,82357,GC B LZ,B cell Zone
15004,21673,82370,unknown,T cell Zone
15005,22901,82351,CD4 T cell,T cell Zone
15006,23139,82366,follicular dendritic cell,B cell Zone
15007,24506,82361,Memory B cell,B cell Zone
15008,24871,82354,CD8 T cell,B cell Zone
15009,23009,82350,Memory B cell,T cell Zone
15010,24587,82350,Memory B cell,B cell Zone
15011,22112,82366,dendritic cell,T cell Zone
15012,22168,82345,plasma cell,T cell Zone
15013,22250,82344,plasma cell,T cell Zone
15014,24285,82341,CD4 T cell,B cell Zone
15015,24354,82346,Memory B cell,B cell Zone
15016,21371,82379,plasma cell,T cell Zone
15017,23193,82331,T-zone reticular cell,B cell Zone
15018,24011,82346,Memory B cell,B cell Zone
15019,23526,82339,Naive B cell,B cell Zone
15020,25516,82344,Naive B cell,B cell Zone
15021,21804,82343,CD4 T cell,T cell Zone
15022,21957,82348,unknown,T cell Zone
15023,24718,82333,Memory B cell,B cell Zone
15024,25083,82344,follicular dendritic cell,B cell Zone
15025,25439,82325,follicular dendritic cell,B cell Zone
15026,22002,82336,T-zone reticular cell,T cell Zone
15027,23881,82328,Memory B cell,B cell Zone
15028,22775,82322,CD4 T cell,T cell Zone
15029,23589,82336,CD4 T cell,B cell Zone
15030,25027,82353,Memory B cell,B cell Zone
15031,21514,82336,plasma cell,T cell Zone
15032,24967,82329,Memory B cell,B cell Zone
15033,23676,82334,Naive B cell,B cell Zone
15034,24639,82329,Memory B cell,B cell Zone
15035,22088,82333,CD4 T cell,T cell Zone
15036,24229,82314,CD4 T cell,B cell Zone
15037,24397,82311,T-zone reticular cell,B cell Zone
15038,22628,82317,pericyte,T cell Zone
15039,23121,82310,T-zone reticular cell,B cell Zone
15040,22427,82321,T-zone reticular cell,T cell Zone
15041,24557,82311,Memory B cell,B cell Zone
15042,24073,82317,CD8 T cell,B cell Zone
15043,23322,82312,macrophage,B cell Zone
15044,24143,82304,Memory B cell,B cell Zone
15045,25290,82312,Naive B cell,B cell Zone
15046,25373,82316,Memory B cell,B cell Zone
15047,22539,82310,T-zone reticular cell,T cell Zone
15048,25204,82301,Memory B cell,B cell Zone
15049,21426,82302,plasma cell,T cell Zone
15050,21576,82254,plasma cell,T cell Zone
15051,21644,82298,macrophage,T cell Zone
15052,23233,82299,CD4 T cell,B cell Zone
15053,24686,82303,CD8 T cell,B cell Zone
15054,24862,82303,Memory B cell,B cell Zone
15055,22670,82300,pericyte,T cell Zone
15056,21372,82367,unknown,T cell Zone
15057,21841,82291,plasma cell,T cell Zone
15058,23019,82296,Memory B cell,B cell Zone
15059,23095,82281,follicular dendritic cell,T cell Zone
15060,23729,82314,CD4 T cell,B cell Zone
15061,22873,82286,unknown,T cell Zone
15062,22944,82287,Memory B cell,T cell Zone
15063,25044,82298,Memory B cell,B cell Zone
15064,22814,82272,dendritic cell,T cell Zone
15065,23822,82303,Memory B cell,B cell Zone
15066,23551,82293,Memory B cell,B cell Zone
15067,24168,82279,Memory B cell,B cell Zone
15068,24503,82295,Memory B cell,B cell Zone
15069,23619,82271,GC B LZ,B cell Zone
15070,23773,82301,Memory B cell,B cell Zone
15071,22476,82298,GC B LZ,T cell Zone
15072,23983,82274,follicular dendritic cell,B cell Zone
15073,24455,82287,Memory B cell,B cell Zone
15074,23679,82277,Memory B cell,B cell Zone
15075,24294,82288,Memory B cell,B cell Zone
15076,25142,82285,follicular dendritic cell,B cell Zone
15077,22096,82254,plasma cell,T cell Zone
15078,24328,82262,Memory B cell,B cell Zone
15079,21730,82284,dendritic cell,T cell Zone
15080,22011,82267,CD4 T cell,T cell Zone
15081,23364,82282,macrophage,B cell Zone
15082,25590,82261,Memory B cell,B cell Zone
15083,25244,82284,Naive B cell,B cell Zone
15084,24614,82276,Memory B cell,B cell Zone
15085,24919,82278,follicular dendritic cell,B cell Zone
15086,25511,82274,Memory B cell,B cell Zone
15087,22400,82280,CD4 T cell,T cell Zone
15088,21789,82265,CD8 T cell,T cell Zone
15089,22718,82259,pericyte,T cell Zone
15090,24089,82276,unknown,B cell Zone
15091,21327,82225,CD4 T cell,T cell Zone
15092,23453,82275,follicular dendritic cell,B cell Zone
15093,23850,82254,Memory B cell,B cell Zone
15094,24970,82260,Memory B cell,B cell Zone
15095,25059,82264,follicular dendritic cell,B cell Zone
15096,25368,82254,Memory B cell,B cell Zone
15097,22986,82254,Memory B cell,T cell Zone
15098,23289,82260,CD4 T cell,B cell Zone
15099,24843,82267,Memory B cell,B cell Zone
15100,25329,82255,Naive B cell,B cell Zone
15101,25406,82244,Naive B cell,B cell Zone
15102,23733,82240,CD4 T cell,B cell Zone
15103,24066,82246,Memory B cell,B cell Zone
15104,24664,82248,Memory B cell,B cell Zone
15105,24243,82246,Memory B cell,B cell Zone
15106,25273,82260,Naive B cell,B cell Zone
15107,25434,82249,Naive B cell,B cell Zone
15108,21900,82255,plasma cell,T cell Zone
15109,23547,82252,macrophage,B cell Zone
15110,25563,82202,Naive B cell,B cell Zone
15111,21397,82258,unknown,T cell Zone
15112,22126,82235,plasma cell,T cell Zone
15113,22544,82233,CD4 T cell,T cell Zone
15114,25475,82259,unknown,B cell Zone
15115,21945,82261,unknown,T cell Zone
15116,22626,82238,pericyte,T cell Zone
15117,24564,82236,Memory B cell,B cell Zone
15118,23799,82238,CD8 T cell,B cell Zone
15119,24428,82247,Memory B cell,B cell Zone
15120,25110,82248,Memory B cell,B cell Zone
15121,25166,82244,Memory B cell,B cell Zone
15122,25222,82233,Naive B cell,B cell Zone
15123,22902,82247,unknown,T cell Zone
15124,24494,82217,Memory B cell,B cell Zone
15125,24360,82233,CD8 T cell,B cell Zone
15126,21747,82232,unknown,T cell Zone
15127,25012,82225,Memory B cell,B cell Zone
15128,23185,82238,T-zone reticular cell,B cell Zone
15129,23891,82228,CD4 T cell,B cell Zone
15130,23063,82223,Naive B cell,T cell Zone
15131,21479,82216,CD4 T cell,T cell Zone
15132,23255,82215,CD4 T cell,B cell Zone
15133,23340,82235,unknown,B cell Zone
15134,24820,82225,Memory B cell,B cell Zone
15135,22415,82232,follicular dendritic cell,T cell Zone
15136,22579,82218,unknown,T cell Zone
15137,24889,82222,Memory B cell,B cell Zone
15138,21422,82223,unknown,T cell Zone
15139,21373,82219,unknown,T cell Zone
15140,22856,82222,unknown,T cell Zone
15141,23482,82210,Memory B cell,B cell Zone
15142,24139,82203,CD4 T cell,B cell Zone
15143,22221,82222,plasma cell,T cell Zone
15144,22325,82201,CD8 T cell,T cell Zone
15145,23346,82208,follicular dendritic cell,B cell Zone
15146,23422,82214,CD4 T cell,B cell Zone
15147,24624,82196,follicular dendritic cell,B cell Zone
15148,22132,82206,plasma cell,T cell Zone
15149,23645,82193,Memory B cell,B cell Zone
15150,25295,82202,Naive B cell,B cell Zone
15151,25482,82220,Naive B cell,B cell Zone
15152,24216,82200,CD8 T cell,B cell Zone
15153,23980,82207,CD4 T cell,B cell Zone
15154,24422,82195,CD4 T cell,B cell Zone
15155,22506,82212,macrophage,T cell Zone
15156,22876,82191,CD4 T cell,T cell Zone
15157,23555,82199,Memory B cell,B cell Zone
15158,24945,82186,Memory B cell,B cell Zone
15159,24276,82186,CD4 T cell,B cell Zone
15160,22933,82170,macrophage,T cell Zone
15161,23124,82192,macrophage,T cell Zone
15162,25034,82184,macrophage,B cell Zone
15163,25509,82210,Naive B cell,B cell Zone
15164,23697,82194,Memory B cell,B cell Zone
15165,25122,82194,Memory B cell,B cell Zone
15166,25353,82176,Memory B cell,B cell Zone
15167,21558,82184,T-zone reticular cell,T cell Zone
15168,21801,82198,unknown,T cell Zone
15169,21847,82186,unknown,T cell Zone
15170,24350,82177,Naive B cell,B cell Zone
15171,21908,82179,CD4 T cell,T cell Zone
15172,22716,82163,pericyte,T cell Zone
15173,24783,82198,Memory B cell,B cell Zone
15174,22452,82170,Memory B cell,T cell Zone
15175,23008,82168,macrophage,T cell Zone
15176,23865,82170,Memory B cell,B cell Zone
15177,22230,82167,CD4 T cell,T cell Zone
15178,23186,82183,unknown,B cell Zone
15179,23750,82185,Memory B cell,B cell Zone
15180,21495,82187,unknown,T cell Zone
15181,21719,82189,unknown,T cell Zone
15182,22792,82187,pericyte,T cell Zone
15183,24532,82177,Naive B cell,B cell Zone
15184,25170,82167,CD4 T cell,B cell Zone
15185,25227,82169,follicular dendritic cell,B cell Zone
15186,24018,82181,Naive B cell,B cell Zone
15187,24883,82172,Naive B cell,B cell Zone
15188,22397,82162,Memory B cell,T cell Zone
15189,23586,82168,CD4 T cell,B cell Zone
15190,25496,82173,Memory B cell,B cell Zone
15191,25445,82180,Naive B cell,B cell Zone
15192,23783,82149,Memory B cell,B cell Zone
15193,22161,82157,CD4 T cell,T cell Zone
15194,24842,82155,Naive B cell,B cell Zone
15195,21351,82150,CD4 T cell,T cell Zone
15196,22328,82154,macrophage,T cell Zone
15197,23087,82165,unknown,T cell Zone
15198,23422,82154,follicular dendritic cell,B cell Zone
15199,24732,82174,pericyte,B cell Zone
15200,21412,82160,unknown,T cell Zone
15201,22518,82155,T-zone reticular cell,T cell Zone
15202,22597,82146,T-zone reticular cell,T cell Zone
15203,22850,82155,pericyte,T cell Zone
15204,23917,82135,CD4 T cell,B cell Zone
15205,24169,82159,Memory B cell,B cell Zone
15206,23467,82153,CD4 T cell,B cell Zone
15207,23523,82159,CD4 T cell,B cell Zone
15208,22093,82147,CD8 T cell,T cell Zone
15209,23311,82144,Memory B cell,B cell Zone
15210,23971,82157,unknown,B cell Zone
15211,24059,82168,CD4 T cell,B cell Zone
15212,24309,82150,CD4 T cell,B cell Zone
15213,23390,82137,follicular dendritic cell,B cell Zone
15214,24413,82153,CD8 T cell,B cell Zone
15215,25133,82145,Naive B cell,B cell Zone
15216,25406,82151,Naive B cell,B cell Zone
15217,23209,82144,macrophage,B cell Zone
15218,21906,82147,unknown,T cell Zone
15219,22651,82158,unknown,T cell Zone
15220,24791,82150,unknown,B cell Zone
15221,24972,82130,Memory B cell,B cell Zone
15222,21486,82143,unknown,T cell Zone
15223,21955,82143,CD8 T cell,T cell Zone
15224,23617,82142,GC B LZ,B cell Zone
15225,24586,82123,follicular dendritic cell,B cell Zone
15226,24229,82135,CD4 T cell,B cell Zone
15227,25307,82124,Naive B cell,B cell Zone
15228,21715,82139,unknown,T cell Zone
15229,21540,82128,CD4 T cell,T cell Zone
15230,21813,82127,unknown,T cell Zone
15231,21791,82120,Naive B cell,T cell Zone
15232,24091,82131,CD4 T cell,B cell Zone
15233,24708,82125,Memory B cell,B cell Zone
15234,22787,82122,pericyte,T cell Zone
15235,22979,82131,unknown,T cell Zone
15236,24147,82136,unknown,B cell Zone
15237,25458,82115,Memory B cell,B cell Zone
15238,23506,82118,T-zone reticular cell,B cell Zone
15239,23710,82142,Memory B cell,B cell Zone
15240,25054,82120,Memory B cell,B cell Zone
15241,22193,82122,unknown,T cell Zone
15242,22666,82121,T-zone reticular cell,T cell Zone
15243,24494,82107,follicular dendritic cell,B cell Zone
15244,24898,82121,follicular dendritic cell,B cell Zone
15245,21469,82117,unknown,T cell Zone
15246,23662,82113,GC B DZ,B cell Zone
15247,24535,82110,CD4 T cell,B cell Zone
15248,25589,82136,macrophage,B cell Zone
15249,24767,82111,Naive B cell,B cell Zone
15250,24031,82108,CD4 T cell,B cell Zone
15251,21366,82110,unknown,T cell Zone
15252,21420,82113,unknown,T cell Zone
15253,23982,82111,CD4 T cell,B cell Zone
15254,22012,82113,follicular dendritic cell,T cell Zone
15255,23923,82113,CD4 T cell,B cell Zone
15256,21860,82098,CD4 T cell,T cell Zone
15257,22067,82114,unknown,T cell Zone
15258,23856,82112,T-zone reticular cell,B cell Zone
15259,24286,82114,Memory B cell,B cell Zone
15260,24827,82112,CD4 T cell,B cell Zone
15261,23120,82098,T-zone reticular cell,T cell Zone
15262,23572,82106,CD4 T cell,B cell Zone
15263,23751,82112,CD8 T cell,B cell Zone
15264,24373,82100,follicular dendritic cell,B cell Zone
15265,22356,82096,macrophage,T cell Zone
15266,25224,82086,Memory B cell,B cell Zone
15267,21740,82109,unknown,T cell Zone
15268,22453,82066,follicular dendritic cell,T cell Zone
15269,22828,82085,pericyte,T cell Zone
15270,24155,82098,Memory B cell,B cell Zone
15271,24432,82100,Memory B cell,B cell Zone
15272,22141,82097,unknown,T cell Zone
15273,22478,82104,unknown,T cell Zone
15274,25132,82084,Memory B cell,B cell Zone
15275,25351,82100,Memory B cell,B cell Zone
15276,21929,82093,CD4 T cell,T cell Zone
15277,22438,82097,unknown,T cell Zone
15278,24323,82088,Memory B cell,B cell Zone
15279,22379,82082,unknown,T cell Zone
15280,22531,82091,NK cell,T cell Zone
15281,23034,82083,pericyte,T cell Zone
15282,23227,82066,T-zone reticular cell,T cell Zone
15283,23474,82085,follicular dendritic cell,B cell Zone
15284,24910,82083,Naive B cell,B cell Zone
15285,23609,82086,Memory B cell,B cell Zone
15286,24684,82086,pericyte,B cell Zone
15287,24076,82086,Memory B cell,B cell Zone
15288,24211,82095,unknown,B cell Zone
15289,24262,82077,T-zone reticular cell,B cell Zone
15290,23163,82071,T-zone reticular cell,T cell Zone
15291,23734,82073,CD4 T cell,B cell Zone
15292,21685,82089,follicular dendritic cell,T cell Zone
15293,23782,82073,Memory B cell,B cell Zone
15294,25058,82059,Memory B cell,B cell Zone
15295,23291,82076,follicular dendritic cell,B cell Zone
15296,25004,82054,Memory B cell,B cell Zone
15297,25590,82112,macrophage,B cell Zone
15298,22741,82082,unknown,T cell Zone
15299,22941,82057,follicular dendritic cell,T cell Zone
15300,23437,82067,follicular dendritic cell,B cell Zone
15301,25279,82070,Memory B cell,B cell Zone
15302,25387,82067,Naive B cell,B cell Zone
15303,23541,82053,CD4 T cell,B cell Zone
15304,23842,82062,GC B DZ,B cell Zone
15305,24453,82072,Memory B cell,B cell Zone
15306,22122,82064,unknown,T cell Zone
15307,22694,82056,follicular dendritic cell,T cell Zone
15308,25474,82063,Naive B cell,B cell Zone
15309,24827,82063,Memory B cell,B cell Zone
15310,25205,82067,GC B LZ,B cell Zone
15311,22492,82065,Memory B cell,T cell Zone
15312,22622,82057,T-zone reticular cell,T cell Zone
15313,24093,82055,CD4 T cell,B cell Zone
15314,21506,82050,T-zone reticular cell,T cell Zone
15315,21543,82061,CD4 T cell,T cell Zone
15316,21892,82057,unknown,T cell Zone
15317,23367,82072,unknown,B cell Zone
15318,24928,82051,Naive B cell,B cell Zone
15319,23340,82059,CD4 T cell,B cell Zone
15320,22003,82047,CD4 T cell,T cell Zone
15321,24728,82060,Memory B cell,B cell Zone
15322,21941,82055,unknown,T cell Zone
15323,21785,82047,pericyte,T cell Zone
15324,23663,82036,Memory B cell,B cell Zone
15325,24334,82034,follicular dendritic cell,B cell Zone
15326,21702,82053,pericyte,T cell Zone
15327,22845,82048,pericyte,T cell Zone
15328,24162,82046,CD4 T cell,B cell Zone
15329,24401,82036,Memory B cell,B cell Zone
15330,25324,82041,Naive B cell,B cell Zone
15331,22200,82048,follicular dendritic cell,T cell Zone
15332,21392,82011,T-zone reticular cell,T cell Zone
15333,24003,82034,follicular dendritic cell,B cell Zone
15334,23596,82023,follicular dendritic cell,B cell Zone
15335,24541,82031,T-zone reticular cell,B cell Zone
15336,24191,82035,Naive B cell,B cell Zone
15337,22104,82033,T-zone reticular cell,T cell Zone
15338,24250,82034,CD4 T cell,B cell Zone
15339,25101,82029,Memory B cell,B cell Zone
15340,22350,82031,unknown,T cell Zone
15341,25495,82021,macrophage,B cell Zone
15342,24497,82017,follicular dendritic cell,B cell Zone
15343,25173,82019,Memory B cell,B cell Zone
15344,21845,82030,pericyte,T cell Zone
15345,25256,82013,Memory B cell,B cell Zone
15346,25533,81994,Memory B cell,B cell Zone
15347,22384,82017,unknown,T cell Zone
15348,25427,82008,Naive B cell,B cell Zone
15349,22605,82000,macrophage,T cell Zone
15350,23851,82013,GC B LZ,B cell Zone
15351,23927,82023,GC B LZ,B cell Zone
15352,24290,82023,Memory B cell,B cell Zone
15353,24698,81991,T-zone reticular cell,B cell Zone
15354,22757,82009,dendritic cell,T cell Zone
15355,23125,82021,unknown,T cell Zone
15356,24772,82018,follicular dendritic cell,B cell Zone
15357,25376,81988,Memory B cell,B cell Zone
